sim,time,S,I,R
12,8.3,4.52808406532929,29.680957330729502,65.7909586039412
12,8.4,4.34565620480705,28.9863603558989,66.66798343929405
12,8.5,4.174614379660549,28.30100835067674,67.52437726966272
12,8.6,4.014132294810903,27.62544288777893,68.36042481741016
12,8.700000000000001,3.8634492613610223,26.960124965485154,69.17642577315381
12,8.8,3.721864846696083,26.30544265102941,69.97269250227451
12,8.9,3.588733931812176,25.661718097364563,70.74954797082326
12,9,3.463462154680166,25.029213973002367,71.50732387231746
12,9.1,3.3455017170630383,24.408139344234435,72.24635893870251
12,9.200000000000001,3.2343475298486153,23.798655051523735,72.96699741862761
12,9.3,3.1295336764941566,23.200878612957226,73.66958771054858
12,9.4,3.030630169147838,22.614888695741783,74.35448113511035
12,9.5,2.9372399769569837,22.040729187464247,75.02203083557872
12,9.600000000000001,2.848996304500499,21.478412901472165,75.6725907940273
12,9.700000000000001,2.7655601012626057,20.92792494530462,76.30651495343272
12,9.8,2.686617783110404,20.389225781086015,76.92415643580354
12,9.9,2.6118791482438173,19.862254004249255,77.52586684750689
12,10,2.5410754713957724,19.3469288647943,78.11199566380989
13,0,99,1,0
13,0.1,98.86780233797784,1.1008908383771128,0.03130682364501853
13,0.2,98.72248638586416,1.2117449856664453,0.0657686284693644
13,0.30000000000000004,98.56279770857941,1.3335047745169475,0.10369751690361068
13,0.4,98.38738158418526,1.4671856003843164,0.14543281543038197
13,0.5,98.19476453021575,1.613889105365835,0.19134636441838912
13,0.6000000000000001,97.98334959085854,1.7748058823329733,0.24184452680847898
13,0.7000000000000001,97.75141300201203,1.951217049844349,0.29736994814360956
13,0.8,97.49709540053695,2.1444995995440825,0.3584049999189609
13,0.9,97.21839626820379,2.356129158757084,0.42547457303912883
13,1,96.91316886818457,2.5876819648679055,0.4991491669475268
13,1.1,96.57911657387689,2.8408355985673155,0.5800478275557932
13,1.2000000000000002,96.21379078777994,3.117368141921149,0.668841070298901
13,1.3,95.81459045190795,3.419155632699899,0.7662539153921599
13,1.4000000000000001,95.37876410319797,3.7481671479195833,0.87306874888245
13,1.5,94.90341486039394,4.1064571539942385,0.9901279856118251
13,1.6,94.38550908239098,4.496154463744873,1.118336453864138
13,1.7000000000000002,93.82188907873476,4.9194475184433,1.2586634028219335
13,1.8,93.20929061792633,5.378565366504761,1.4121440155689051
13,1.9000000000000001,92.54436604928357,5.875753678225041,1.579880272491371
13,2,91.82371363201614,6.413245346658371,1.7630410213254726
13,2.1,91.04391366685965,6.993225246800049,1.9628610863402758
13,2.2,90.20157198836407,7.617788777805488,2.180639233830431
13,2.3000000000000003,89.2933711991862,8.288893995297748,2.417734805516032
13,2.4000000000000004,88.31612980973932,9.008307361420695,2.675562828839962
13,2.5,87.26686916455836,9.777543418070026,2.955587417371579
13,2.6,86.14288767458237,10.597799036461712,3.259313288955896
13,2.7,84.94184143971039,11.46988330570195,3.588275254587637
13,2.8000000000000003,83.66182984513527,12.394144585396985,3.944025569467714
13,2.9000000000000004,82.30148416555856,13.370396743885888,4.328119090555529
13,3,80.86005664089285,14.397847106367385,4.742096252739734
13,3.1,79.33750693327369,15.475029108524879,5.187463958201409
13,3.2,77.7345823860674,16.59974304491564,5.665674569016927
13,3.3000000000000003,76.05288813654586,17.76900856499663,6.178103298457472
13,3.4000000000000004,74.2949429438061,18.97903264909367,6.7260244071001845
13,3.5,72.46421663834958,20.225196642133252,7.310586719517125
13,3.6,70.56514546085957,21.50206546818335,7.932789070957044
13,3.7,68.60312199337258,22.803421591154393,8.593456415472998
13,3.8000000000000003,66.5844577505844,24.12232493910441,9.293217310311167
13,3.9000000000000004,64.51631727168306,25.45119914405403,10.032483584262875
13,4,62.406624219855104,26.78194282221006,10.81143295793481
13,4.1000000000000005,60.26394141281836,28.106063258181095,11.629995329000517
13,4.2,58.09732834385767,29.41482832705538,12.487843329086925
13,4.3,55.91618109169889,30.6994312931507,13.384387615150388
13,4.4,53.73006060450161,31.951162203447268,14.318777192051096
13,4.5,51.54851609482324,33.1615790443698,15.289904860806933
13,4.6000000000000005,49.380910560084686,34.322671757818846,16.296417682096447
13,4.7,47.236255243955306,35.42701261256221,17.336732143482475
13,4.800000000000001,45.12305920194215,36.46788726176948,18.40905353628836
13,4.9,43.049199097439285,37.439402006604794,19.511398895955903
13,5,41.0218130371471,38.33656421586955,20.641622746983334
13,5.1000000000000005,39.04722078300648,39.15533439156685,21.79744482542665
13,5.2,37.13087119378807,39.892649876608616,22.9764789296033
